"Data Source","World Development Indicators",

"Last Updated Date","2018-11-14",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Caribbean small states","CSS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6067.57665520335","6347.36514635954","6439.91809048014","6725.18584392127","6998.40277285896","7302.27226321075","7625.84399108303","7943.71918534983","8200.72923966385","8610.22093813842","9055.3078860074","9404.91962499969","9868.62710949486","10663.2209760389","11373.4735983469","12099.682418625","13285.2763315364","14009.4811897828","14425.8127753752","13947.3366106573","14245.9537355729","14601.7363050196","14968.8744551027","15283.8822611987","15558.6421040274","15829.1440840563","15595.5651089226","15761.2108909986",
"Cuba","CUB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49903.0285395752","","","","","","",
"Cyprus","CYP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13178.9954720093","13367.8110281151","14565.057688096","14657.7094771319","15528.3422647011","16885.6759337232","17099.7021168683","17857.164861839","18935.0149762087","19881.0551380653","21709.1550859041","23263.4339040562","23964.7554398253","24300.463231998","26082.7596388336","28169.5568797536","30482.6076353537","32993.2822676341","34823.6542391999","33882.0964676342","33263.0158296105","33192.5929772985","31914.6243464725","30620.7071488539","30383.5148225188","31523.9268785245","32707.8728870037","34503.470334028",
"Czech Republic","CZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12666.4626474303","11595.701258884","11787.8967065857","12063.2859496166","12673.8575672941","13751.5599038248","14580.2740627511","14723.8341472693","14894.2335413301","15324.1064301742","16188.2271902154","17569.1058336591","18189.2343541554","19424.7547140675","20806.6089064521","21956.3838583853","23779.5737230159","26120.375076047","27844.7953264656","27594.3468593931","27694.4019837579","28797.4179611691","29047.2464395949","30485.7141541113","32263.3157548997","33468.7264974291","34749.2123632656","36327.2523444699",
"Germany","DEU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19433.1574450028","20952.5284880381","21676.96666338","21836.5043153723","22770.1262578736","23579.549367012","24104.3507327434","24633.1891475649","25371.8646895964","26360.1471893926","27293.7675581123","28499.6060827904","29326.9120734283","29987.9124977414","31428.6306368193","31968.4674473589","34246.2076453949","36444.5156883908","38028.772143518","37035.7800292733","39225.5999941663","42692.5197566424","43564.1480172353","45232.1978530818","47092.4883721197","47810.8360109883","48943.1018045093","50638.8909636504",
"Djibouti","DJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2705.40558882684","","","","","","",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4349.83607740256","4527.30696843871","4716.78979849477","4893.63872298599","5057.73918477935","5265.55538144609","5520.57474681524","5730.34336855946","6120.94438012192","6291.7193780794","6480.08268298602","6659.68695053491","6628.72186047005","7252.68597954324","7663.05159606597","7874.89186403854","8333.38880094264","9077.60808148951","9897.4504642508","9834.51240816593","9991.97628607623","10135.2740298011","10164.9581567007","10215.8789204852","10803.2619103343","10586.7704070825","10947.7152243907","10619.9515762264",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18225.0189820247","19044.6026803235","19794.3714046709","20200.079753994","21656.7865116473","22659.4847468686","23705.8847280953","24914.3156362212","25792.5810924523","26653.8293359841","28657.5407904467","29474.1381513789","30640.3450364796","30784.1352235764","32920.4770348199","34150.1557953743","37300.4928413295","38961.7706129441","41278.328843462","40332.4514172306","43041.5420245418","44403.3941459257","44803.9622367418","46726.853320478","47901.4475803125","48674.8407494886","49029.0148389124","51364.1447000533",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3540.00579214151","3620.81001495416","4040.07322167707","4357.42663426145","4482.4958278939","4750.74993183102","5039.37568328363","5489.1942788794","5826.48046509905","6168.34672306237","6499.85349756259","6706.14488963796","7006.28607403313","6943.33020500863","7208.89873942054","8023.78231848281","8900.15465356918","9677.25736820112","10044.0995602192","10078.8701375143","10907.3564141427","11333.5470863931","11706.6926041864","12322.3862089174","13339.7627043004","14264.8354918036","15227.9420223578","16029.6237067323",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6616.4083524606","6591.30149578516","6704.65098799703","6573.66713476424","6518.02652986682","6777.2977776211","7060.0955238735","7144.43258068079","7477.97130873803","7725.88372231708","8093.53089306002","8416.75268223159","8911.68068021151","9621.16094702921","10176.6756327083","10971.8468673725","11332.7898984189","11843.7192081941","12162.2643470867","12242.178137001","12610.2480535971","12990.345016498","13404.4117836409","13715.7435787744","14203.89540132","14614.970429045","15013.2963798624","15275.3742169614",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1439.04438071465","1577.57819706611","1754.70499525929","1957.66086579966","2176.29508351539","2403.85730239045","2630.56446917667","2821.61906122055","2844.78882235134","3025.34002421837","3289.05349521666","3548.97045339215","3845.22365358055","4220.20851021782","4677.28130883839","5241.44352225629","5920.6330283525","6744.12911568489","7387.85411141301","7938.70524494568","8744.62090470648","9592.57719384115","10420.495307061","11257.5935871937","12133.153485484","12958.5279767493","13845.2334664847","14904.7981500704",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2680.22883369271","2846.18020419859","2978.13148974624","3153.00627815367","3262.09985052893","3378.95622114896","3553.14175479917","3701.03363518485","3744.36917876513","3825.99046782018","4022.17411966809","4114.61300193017","4187.87323027835","4412.63488027153","4756.62698708976","5153.50220216003","5593.94566796025","6041.04132342554","6333.42343536059","6443.55192528609","6880.89299424836","7301.14980923303","7644.56628939101","8002.33801681435","8414.25495561744","8762.81661531834","9190.76737216362","9669.1666791069",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3192.3948083691","3439.22242250889","3663.13657190717","3904.37819784671","4188.27602717723","4502.03334673895","4818.81497189796","5070.31915355435","5068.44478392175","5309.36221233221","5710.26810898187","6012.30336693349","6380.51972839422","6800.23515651194","7382.9342275774","8037.64344369358","8827.82949655653","9759.37823345277","10388.1289948156","10789.3299097175","11721.8453879564","12610.4288550941","13479.3580655252","14402.5664620593","15259.9686449408","16114.483146788","17038.8885637955","18139.9479026774",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6428.03944826443","6239.08431079429","5702.89975027317","5466.60796682392","4947.86530524404","4941.29339307695","5017.3196067443","5226.10787658645","5263.60610498611","5436.73072121583","6074.51779309288","6439.23188588988","6892.33795219793","7619.93634813427","8535.4515440143","9586.58521895994","11474.1098219515","12800.1901960884","14705.5467841981","14209.8508734174","15196.6393851681","17266.7823877214","18183.3728072289","18896.8790337764","19365.2989704603","19184.3161046537","19489.0788702195","20496.2697878753",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11561.4389533972","11853.8259204804","11884.094748694","11954.6340908537","12172.0217845392","12627.8919904825","13073.2608821763","13651.2726372714","14150.3666466438","14707.1514546765","15848.9648063162","16646.0090573503","17438.804603465","18098.6643549572","19221.4587581537","20261.9675793692","22419.5910397509","24020.0310597912","25666.8808088515","24949.4924813922","26010.072476319","27766.5996676704","28490.1191815404","29491.7753115304","30248.2454125694","30654.8667021393","31378.6974846785","32616.6236082907",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4829.41672331633","5083.46804861094","5187.93559160857","5294.73993947626","5514.17796863649","5633.1724454941","5714.02720964432","5940.55125471092","6079.38954228811","5768.53565627607","5855.63475390995","6120.93089577906","6360.96873310267","6555.37274179298","7169.97230475119","7664.28927281167","8110.48556053097","8366.14544413312","8920.50082665879","8889.21352587757","9163.15913647781","9926.90344109607","10512.3187519049","11037.3467676481","11483.9968026309","11446.3651373736","11242.0475160365","11617.4288537517",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3819.28637022443","3897.99614093818","4074.56201962423","4205.64327056824","4378.60984688964","4587.98486937087","4812.71810720551","5068.83033635944","5233.58739637793","5535.52196734252","5856.2217206123","6086.4197384461","6207.54169225174","6410.52373184808","6728.86131609625","7124.48986200231","7708.0475610928","8327.41081259923","8939.28213481048","9255.38392726248","9658.06521473712","9823.82328675711","10003.3542171587","10156.4148475603","10407.7816716365","10750.4563039463","11134.0267191301","11582.593997058",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16947.571833804","17919.4667772622","18499.5285220015","18733.0281883546","19546.7557502126","20400.0442082216","21038.6629751287","21899.5256461279","22921.5243337082","23830.8353857106","25317.1263588074","26513.8179664487","27539.1142480095","27954.7664043353","29071.8333847977","30106.4643037146","32521.9008945165","34411.1493353554","35746.9960381594","34844.2539600574","35842.4375619427","37434.3496748476","37810.2663894248","38991.8290510105","39921.5664440173","40864.7358951896","42080.9637714729","43637.1090499819",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","758.884538154962","887.032297359895","1102.99818125117","1156.42104267754","1275.73332545174","1380.27004860676","1392.29154214059","1380.37759337174","1330.93984994087","1436.29221751617","1453.33365631842","1395.23187180889","1409.0430341793","1450.33341729727","1444.85802970892","1473.07494141085","1329.64437262065","1366.59093114871","1387.71466344319","1510.45892910899","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13634.442321039","14410.2282424773","14802.9911134838","14921.2977457241","15527.9165830722","16217.1439105918","16912.4293096457","17860.6085367731","19013.764265183","19907.1614549856","21530.4746784509","22929.8621956078","24363.014919004","25054.2607762802","26189.4555154529","27702.4643073663","30819.2423963848","32591.4099634342","33463.6540993469","32385.2063180105","31954.2427536427","32068.2709273108","31988.2538693179","32603.9057713971","33709.6492402637","34818.1205072534","36305.2221318722","37997.8523373755",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6283.49138248056","6824.0203016364","7838.44726418971","8358.77921078336","8368.20958176921","9419.75695120623","10311.3540444841","11590.6031705331","13063.8080340009","14424.594202025","16516.1438725455","19260.4933930278","21960.507498394","22664.0393274715","20498.7060613234","21602.7407439834","24543.0674715452","26022.4688470951","27495.7344185694","28538.4286440465","28688.9687744908","29743.3374280246","31742.0318735094",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421.378823580782","390.250529415436","351.637822394622","392.975033586575","399.958897943949","419.114159507554","464.82930156216","473.037368751169","448.272271194173","464.958894732165","490.036390791223","527.317249948666","528.064520044195","512.077545771551","580.921473952381","652.106061397485","724.901694235947","807.436564543538","888.142451706092","948.224952260441","1052.10426150867","1162.78331740492","1253.24331774066","1371.98167052453","1500.65454785138","1632.55180551359","1734.46407451719","1899.20812562765",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14984.4273453204","15625.4758904209","16086.1094997396","16394.9839000742","17180.5897747696","17991.8831157857","18703.6221030133","19510.3303466647","20349.2799174332","21142.0295971954","22572.6301776936","23689.6432492293","24733.1369410837","25324.5893126131","26558.9015660669","27505.4304581125","29757.4590156132","31530.6954481621","32957.6720960283","32161.5538474397","33259.6897665408","34720.3356382756","35279.4905322594","36492.3787960779","37502.7299906111","38457.3762940837","39624.7403074343","41125.6018082497",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1822.38340771945","1427.65628326465","1518.6613514295","1625.24682068858","1675.2409157559","1725.1326069895","1833.77068026618","1976.13717944682","2209.86139134652","2369.02174204071","2421.02348225319","2491.13273385811","2456.35354129381","2309.88421938113","2670.87355129818","2875.16404657835","3100.16032256903","3273.92020040841","3443.61087500007","3549.44278957936","3729.31607465323","3547.5570012115","3964.2521902484","4103.65523043544","4126.85802018558","4144.10517640944","4269.80983420981","4394.36939134592",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18158.9385770366","17557.4628839502","17263.3924906615","17459.6266431452","18453.8924618812","19556.5677744109","20053.3112231587","21768.6132560351","23539.3318132012","24768.6467026728","26748.6310534523","27793.7183316416","28567.1712020759","28982.9238590739","31129.2996354346","31993.4072568579","34367.4742778969","37696.6476231686","39969.3875987055","37823.2291881784","38775.1748566366","40683.5275821703","40620.176066035","41293.5157728524","41470.2023590157","42071.1912691938","43378.1460288181","44865.8409125116",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3807.73543300453","3792.61619651118","4065.62244048988","4191.9238200272","4436.939103065","4583.86043758403","4835.60115630699","4759.29420319097","4828.09018157051","5292.48748890484","5289.88152104758","5498.34166469056","5750.99191949907","5917.52896377947","6388.9939041527","6612.74768825184","6895.23751598187","6956.30486613424","7093.550249278","6976.98370264113","7203.36569339968","7488.82938057572","7676.77869438776","8113.23614540101","8661.65588296187","9027.54243817248","9109.95192354859","9554.60253434927",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17566.3038976734","18322.662491771","18941.4050634142","19183.7651768467","19977.2751691269","20744.006978319","21326.8267248524","22231.1839051184","23340.0047546708","24307.4987876484","26090.1016614759","27524.4299415271","28523.8857271382","28139.55706347","29044.3961050649","30498.5792943609","32439.0617600346","34082.4591581361","35095.260231603","34678.9415827013","35935.0261951419","37440.6414948094","37679.1332569372","39523.8701233957","40141.5903200769","40564.4607069076","41357.98693296","42850.3862801105",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1758.70895949255","1903.45451327409","1972.68183237778","2131.05187612738","2121.43678624367","2286.77923021407","2239.66361041239","2136.70228968306","2229.15520320954","2303.56763163394","2472.29973662665","2579.23138997368","2639.01801481727","2748.33330457593","2741.62951802925","2898.40960529312","2998.00560130114","3034.79557292698","3043.07898317406","3117.74184609378","3230.94985546081","3412.90655368719","3405.47227886479","3320.56347959372","3297.32640838146","3483.45593668339","3508.71519196101","3622.33196708432",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12604.0945406704","13452.226567475","12982.6326017108","13456.7434089524","13887.7124391382","14506.0700318944","14923.581262407","15651.979862422","15968.1190781078","14400.9586541796","14095.0730293988","14360.897575581","14183.779024889","14415.9909765159","14520.3038828368","14961.7510425777","14555.8228301473","15369.2530793365","14686.6143195866","14347.322973039","15045.1581815663","15893.5477170288","16457.3922458255","17078.4986442906","17569.9544054586","17928.8920096283","18071.2568901822","18183.1236754108",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16934.4325493262","17254.543135681","17666.0047056375","18498.9646739931","19575.79671701","20423.5342326807","21745.6101899296","22931.9125396212","23450.8042538413","24171.2406954586","26245.8562106606","27462.6125127044","28806.8888382655","30043.997226292","31732.9522962166","32436.8795877613","34500.7081277846","35289.3980051373","36257.5124453907","34589.5665993615","35875.456276784","36607.9810897257","37705.5942229818","39308.1345662744","40707.2009944903","41579.8634115553","42656.2166021995","43268.7835556567",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5174.86822893522","4189.29862841771","2342.70751898451","1682.71924484684","1555.48078304164","1673.12262507415","1942.86396845216","2224.70901994107","2341.56821514743","2464.73002348505","2587.02780948458","2793.30265052067","3011.61687737918","3455.75504757794","3808.34501162892","4364.78650465253","4985.27652284394","5825.77326507009","6155.92744153496","6054.39489734577","6597.56854892246","7315.0908976643","8026.50718674543","8541.81225964198","9216.71626359249","9610.54338228378","10004.5284138636","10698.6808704272",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1240.70188189817","1312.80402386604","1356.54524955562","1416.55290323969","1454.74661336888","1506.46623066958","1564.87371746413","1618.58962897404","1672.44100555466","1730.42720442377","1790.59778708051","1857.30789293589","1920.93958193451","2008.47880778005","2123.22505207558","2260.99957864297","2415.53741448726","2520.72806390845","2733.2853527196","2814.35809995882","2997.49649055173","3404.45956595241","3699.35719940287","3940.09737535096","4075.34121041294","4181.41284212256","4295.21767034808","4641.32337864925",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","912.589240031981","917.024243317107","913.503523983253","926.951145674452","934.547808773008","956.552588616588","984.769999080006","1027.56725042601","1055.64200233847","1093.30680143131","1126.03437757687","1172.19164002565","1228.88743006617","1245.52781485182","1284.83065885846","1339.17800862034","1368.1055962668","1468.41425089961","1524.95651322497","1485.77474811875","1541.71430066062","1625.56027314058","1715.17682156794","1771.39299774767","1827.44210331143","1872.36775801519","2043.06018975281","2194.53003627828",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","973.639122387653","1001.59728623169","1026.36929318124","1051.69601205259","1046.19594413517","1047.73140786953","1060.26571356547","1099.7073463723","1118.06789385979","1172.99542594013","1228.24577644183","1288.66416741923","1226.48347722468","1294.58263867644","1378.77324487319","1365.19389447979","1378.27416411243","1420.51142799353","1483.75834668804","1541.95930326616","1610.98159758957","1524.7687739658","1589.07236339983","1640.01090289255","1633.06302099455","1669.74580977448","1676.87879487811","1714.59309981663",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017.2454049238","1078.21563148845","1088.02208252409","1110.37845825976","1144.05227086487","1194.01649949049","1331.16670201486","1416.69554196024","1012.33532792491","1020.60906546851","1080.62290231447","1107.80424651996","1091.33345605548","1095.97155459233","1132.22942376232","1191.60821892995","1228.26758649834","1272.12325508633","1307.09707829264","1328.55148362155","1372.03586383069","1475.38909048806","1438.98155643909","1470.89998434247","1472.97836903676","1540.31513190105","1616.42380033177","1700.21983230872",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","646.012805281296","640.032459014709","853.925555465583","938.807170881478","1080.6474003783","1250.57367936611","2043.80228700759","4999.494651711","6011.99854560297","7368.03553684387","8554.62758357766","13726.6340440764","15984.2427047391","17823.7532919607","24219.667671626","27933.4654483602","29643.9263504681","33513.7421054508","38441.3483297428","37496.5682212741","33041.1883529952","34363.1529063453","36288.4062684229","33877.5422420033","33228.1611784238","29341.4877093529","26142.0895255227","24816.8668364201",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13297.9776808599","13997.5368264209","14307.1189910117","14328.6157610884","14851.6788950169","15407.6413614792","16125.771753167","17146.2298471262","18018.8062032013","18464.7321030753","19515.7893177015","20981.0139351779","22615.9356489706","23868.5244135592","25446.3832605934","25577.5240795599","28523.2423307477","29286.8729076901","30856.0118268477","30359.9252972847","28175.8555167678","26141.3195918975","25284.4640766238","26097.8719008736","26838.4552283268","26697.2485044179","26764.961606123","27601.9049244747",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4680.45898391756","4894.56437488142","4925.53553629382","4888.27600789789","5020.67285353291","5190.15136565562","5489.83218434972","5844.941558626","6590.0075983281","7143.709695602","7650.04492066059","7648.71243333686","8013.32839432602","8922.58801466765","9083.64360303752","10590.1681815382","10448.2425888286","11347.1334934115","11640.8645214302","10915.0675874433","10951.8841081545","11220.828366136","11252.0234242385","11655.4074601893","12681.8138671393","13585.5046357208","14200.0071938055","14924.1019355641",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3296.80212677172","3449.43998314972","3612.94663878003","3755.15055173751","3898.13758596801","4081.59352046623","4183.30405531039","4342.31214947243","4506.85042710327","4645.98509760196","4811.82562076063","4920.47503619634","5068.51924321412","5176.76360612651","5359.66910995041","5582.00875802146","5926.81529003102","6324.93878582169","6515.05758299598","6456.22189555523","6578.24729507297","6844.4956401592","7026.19387401792","7249.27875612849","7529.39206753966","7765.75727079973","7946.67768789209","8150.26220433995",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1837.61743968011","2009.76778385226","2205.17129904212","2425.73012546096","2671.28255392061","2851.88323476045","3130.53357613344","3388.39443417977","3378.0079531389","3544.0636266698","3584.18902212924","3753.52327939365","3853.14095984564","3890.60819186055","4130.39283150272","4183.79474624427","4541.68037515656","5001.41466198997","5211.15785694213","5441.77559867703","5729.56312108395","6130.83761606119","6538.3765807766","6930.2876937459","7275.07368535638","7535.97647088253","7836.37917629736","8162.6015403718",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17836.3008142464","18635.1554019431","19406.6028215269","20007.3329921818","20977.4391245264","21844.6412558349","22808.3132778817","23855.2680135166","24643.9200099256","25631.5311174578","27229.8712787501","28096.0497341967","28949.2552961599","29939.065013177","31627.1043721485","33186.3973512653","35325.2966822767","37057.1195181194","37972.1921306322","36929.7779914209","38354.580079294","39921.9799458844","41004.2308657272","42383.1441960153","43570.0585467399","44718.3270851057","45789.0931312271","47304.581232585",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17434.2940203656","18884.5374211607","20347.730070682","21746.8858606545","23025.8593074362","23592.2751870535","23958.6261551077","25399.077824251","23963.4764557868","24703.004085741","26962.5594901471","27528.0599861023","28288.1400342591","29792.7915546313","33016.7523685762","36437.4276324354","39940.8033943314","43280.9264687289","44800.1739750295","43935.6583386726","47134.5556511053","50085.9593288483","51306.3328407537","53536.2533847523","55610.5234346003","57068.0404312648","58681.6180611178","61540.1583105354",
"Honduras","HND","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2049.95599314306","2125.05285168382","2231.04393309326","2358.57689751664","2311.51943913258","2388.32280451826","2451.17681174759","2547.71108988589","2580.26357847879","2503.45985595865","2638.27229240659","2701.98036090138","2775.91143956389","2888.18378572379","3078.01306027875","3291.93209954546","3535.36019062066","3770.76574977513","3923.59702090081","3779.31896670342","3890.85140670074","4046.07625166556","4213.02444982689","4323.24446721271","4457.44957792311","4599.65014412708","4752.48484803485","4986.23135972887",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","958.188231160749","969.448782764434","955.658347101714","959.760531120278","956.10662837211","992.583188824273","1036.99785034801","1071.16185509739","1090.3475295776","1111.66245466257","1138.03341883243","1181.87844205023","1206.18564509556","1250.22469583511","1318.709359132","1405.69815898959","1494.93618286153","1594.61608232803","1677.44830249614","1716.13668397766","1786.86623475896","1861.85177273814","1952.30725660886","2042.97700880608","2137.35189895217","2209.71500205758","2279.48663064339","2379.85194673356",
"Croatia","HRV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7866.65135456769","8793.09309004696","9369.87145715501","9831.24681316676","9748.710079678","10753.2483025995","11309.0342065658","12283.7311647432","13121.6213686635","14092.5964451599","14859.360272224","16927.2265820237","18775.0180752524","20246.9894249813","19447.294585536","19239.748618533","20750.4433202401","21162.9955563574","21779.9839888272","22057.0055290571","22723.6142631873","23710.4090935342","25264.4381799714",
